Timestamp,1. What is your current level of education? ,2. What is your gender? ,3. What is your primary field of study? ,4. Are you a domestic or foreign (international) student? ,5.  Are you currently working full-time or part-time while studying?,6. Which mode of education do you prefer?,7. Have you taken any online courses in the past year?,8(a) . What factors influence your choice of online  education?  (select all that apply),8(b).  What factors influence your choice of offline education?  (select all that apply),"9. How do you rate the effectiveness of online education on a scale of 1 to 5 (1 being ineffective, 5 being very effective)?",10. What challenges do you face in online education?  (select all that apply),11. How often do you engage with your instructors during online courses?,12. How satisfied are you with the quality of learning materials provided in online courses?,13. Do you feel that online education provides enough opportunities for collaboration and interaction with other students?,14. What benefits do you find in offline education compared to online education?  (select all that apply),"15. How satisfied are you with the availability of learning resources (labs, libraries) in offline education? ",16. How would you rate the classroom environment in terms of engagement and participation? ,17. Do you feel more motivated to study in an offline (in-person) setting compared to an online one? , 18.  Which mode of education has helped you achieve better grades or academic results?  ,"19. In your opinion, which mode of education, online or offline, better prepares you for getting a job?""  "
11/13/2024 16:10:09,Undergraduate,Male,engineering,Foreign (International) student,Not working,Offline (In-person),No,"Flexibility in schedule, Cost, Convenience of location, Quality of education","Cost, Convenience of location, Quality of education",3,"Poor internet connection, Technical difficulties, Lack of access to course materials",Rarely,Satisfied,Yes,Better interaction with instructors,Satisfied,Good,Agree,Offline,Offline
11/13/2024 16:11:15,Graduate,Male,other,Domestic student,Part-time,Offline (In-person),Yes,Interaction with peers/instructors,Face-to-face interaction with instructors and peers,3,Lack of interaction with peers,Sometimes,Satisfied,Yes,"Easier to focus, More structured schedule",Neutral,Good,Strongly agree,Offline,Offline
11/13/2024 16:11:43,Undergraduate,Male,business,Foreign (International) student,Part-time,Online,Yes,Flexibility in schedule,Flexibility in schedule,5,Difficulty staying motivated,Never,Very satisfied,Yes,"Better access to facilities (labs, libraries, etc.)",Neutral,Very poor,Agree,Offline,Online
11/13/2024 16:12:29,Undergraduate,Male,engineering,Foreign (International) student,Part-time,Offline (In-person),Yes,Flexibility in schedule,Prefer in-person exams and assessments,3,"Poor internet connection, Lack of interaction with peers, Difficulty staying motivated, Technical difficulties, Lack of access to course materials, Doubts remain unclear",Rarely,Neutral,No,"Better interaction with instructors, Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.), More structured schedule",Very satisfied,Excellent,Strongly agree,Offline,Offline
11/13/2024 16:13:38,Undergraduate,Male,business,Foreign (International) student,Not working,Online,No,Flexibility in schedule,"Quality of education, Face-to-face interaction with instructors and peers, Prefer in-person exams and assessments",5,Doubts remain unclear,Sometimes,Satisfied,Yes,"Easier to focus, More engaging learning environment, More structured schedule, ",Very satisfied,Excellent,Strongly agree,Offline,Offline
11/13/2024 16:14:40,Graduate,Male,engineering,Foreign (International) student,Part-time,Online,Yes,"Flexibility in schedule, Cost, Convenience of location, Quality of education, Interaction with peers/instructors, Availability of courses, Avoiding travel/commute time",Cost,5,Doubts remain unclear,Very often,Very satisfied,Yes,"Better access to facilities (labs, libraries, etc.)",Satisfied,Good,Neutral,Online,Online
11/13/2024 16:14:50,High School,Female,medical,Foreign (International) student,Part-time,Online,Yes,"Flexibility in schedule, Convenience of location, Avoiding travel/commute time",Face-to-face interaction with instructors and peers,2,Doubts remain unclear,Sometimes,Satisfied,Yes,Easier to focus,Satisfied,Good,Neutral,Online,Online
11/13/2024 16:14:57,Graduate,Male,other,Domestic student,Part-time,Offline (In-person),Yes,"Flexibility in schedule, Convenience of location, Availability of courses, Avoiding travel/commute time","Convenience of location, Quality of education, Face-to-face interaction with instructors and peers, Availability of courses, Prefer in-person exams and assessments",4,"Lack of interaction with peers, Difficulty staying motivated, Technical difficulties",Sometimes,Satisfied,No,"Better interaction with instructors, Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.), More structured schedule",Very satisfied,Excellent,Strongly agree,Offline,Offline
11/13/2024 16:15:13,Graduate,Female,business,Foreign (International) student,Part-time,Offline (In-person),No,"Flexibility in schedule, Convenience of location, Avoiding travel/commute time","Quality of education, Face-to-face interaction with instructors and peers, Prefer in-person exams and assessments",4,"Poor internet connection, Lack of interaction with peers, Difficulty staying motivated, Technical difficulties, Lack of access to course materials, Doubts remain unclear",Rarely,Neutral,No,"Better interaction with instructors, Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.), More structured schedule, Doubt clarity",Very satisfied,Average,Strongly agree,Offline,Online
11/13/2024 16:15:13,Graduate,Male,business,Foreign (International) student,Not working,Online,Yes,"Flexibility in schedule, Convenience of location, Avoiding travel/commute time","Quality of education, Face-to-face interaction with instructors and peers, Prefer in-person exams and assessments",4,"Poor internet connection, Lack of interaction with peers, Difficulty staying motivated, Technical difficulties, Lack of access to course materials, Doubts remain unclear",Rarely,Very satisfied,No,"Better interaction with instructors, Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.), More structured schedule, Doubt clarity",Very satisfied,Average,Strongly agree,Offline,Online
11/13/2024 16:15:31,High School,Prefer not to say,business,Domestic student,Full-time,Offline (In-person),No,"Cost, Convenience of location","Quality of education, Face-to-face interaction with instructors and peers, Availability of courses",2,"Poor internet connection, Lack of interaction with peers, Difficulty staying motivated, Technical difficulties",Rarely,Unsatisfied,No,"Better interaction with instructors, Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.), More structured schedule",Very satisfied,Excellent,Strongly agree,Offline,Offline
11/13/2024 16:16:48,High School,Male,information & technology,Foreign (International) student,Full-time,Offline (In-person),No,"Flexibility in schedule, Cost, Quality of education, Interaction with peers/instructors","Flexibility in schedule, Cost, Convenience of location, Quality of education, Face-to-face interaction with instructors and peers, Availability of courses, Prefer in-person exams and assessments",3,"Lack of interaction with peers, Difficulty staying motivated, Doubts remain unclear",Sometimes,Neutral,No,"Better interaction with instructors, Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.), More structured schedule, Doubt clarity",Very satisfied,Good,Agree,Offline,Offline
11/13/2024 16:17:23,Graduate,Male,engineering,Foreign (International) student,Part-time,Online,Yes,"Flexibility in schedule, Convenience of location, Quality of education, Interaction with peers/instructors, Availability of courses, Avoiding travel/commute time",Cost,5,Lack of interaction with peers,Very often,Very satisfied,No,"Better access to facilities (labs, libraries, etc.)",Satisfied,Good,Neutral,Online,Online
11/13/2024 16:20:01,High School,Male,other,Domestic student,Part-time,Offline (In-person),Yes,"Flexibility in schedule, Avoiding travel/commute time","Quality of education, Face-to-face interaction with instructors and peers, Prefer in-person exams and assessments",2,"Lack of interaction with peers, Difficulty staying motivated",Rarely,Neutral,No,"Better interaction with instructors, Easier to focus, More engaging learning environment",Very satisfied,Good,Agree,Offline,Offline
11/13/2024 16:21:29,Undergraduate,Male,other,Domestic student,Full-time,Offline (In-person),No,"Flexibility in schedule, Convenience of location","Flexibility in schedule, Convenience of location, Quality of education, Face-to-face interaction with instructors and peers, Availability of courses, Prefer in-person exams and assessments",4,"Technical difficulties, Lack of access to course materials, Doubts remain unclear",Very often,Neutral,Yes,"Better interaction with instructors, Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.), More structured schedule",Satisfied,Good,Strongly agree,Offline,Offline
11/13/2024 16:25:27,Undergraduate,Female,science,Foreign (International) student,Part-time,Online,Yes,Avoiding travel/commute time,Quality of education,3,Lack of interaction with peers,Never,Neutral,Yes,"Easier to focus, More engaging learning environment",Very satisfied,Excellent,Strongly agree,Online,Offline
11/13/2024 16:25:27,High School,Male,engineering,Domestic student,Not working,Offline (In-person),No,Avoiding travel/commute time,"Quality of education, Availability of courses",3,Poor internet connection,Sometimes,Neutral,Yes,More structured schedule,Very satisfied,Excellent,Strongly agree,Offline,Offline
11/13/2024 16:25:49,Graduate,Female,medical,Domestic student,Full-time,Offline (In-person),Yes,Quality of education,Availability of courses,3,Difficulty staying motivated,Rarely,Neutral,Yes,More engaging learning environment,Neutral,Average,Neutral,Online,Online
11/13/2024 16:26:57,Graduate,Female,medical,Domestic student,Full-time,Offline (In-person),No,"Flexibility in schedule, Cost",Availability of courses,3,Technical difficulties,Very often,Very satisfied,No,Easier to focus,Very satisfied,Excellent,Strongly agree,Online,Online
11/13/2024 16:27:59,Undergraduate,Female,other,Domestic student,Part-time,Online,Yes,"Flexibility in schedule, Cost, Convenience of location, Quality of education, Interaction with peers/instructors, Availability of courses, Avoiding travel/commute time",Face-to-face interaction with instructors and peers,5,Poor internet connection,Never,Neutral,Yes,More engaging learning environment,Unsatisfied,Excellent,Agree,Online,Online
11/13/2024 16:28:04,Undergraduate,Female,medical,Domestic student,Not working,Offline (In-person),No,"Interaction with peers/instructors, Availability of courses","Flexibility in schedule, Prefer in-person exams and assessments",5,Lack of interaction with peers,Never,Neutral,No,Doubt clarity,Neutral,Average,Neutral,Online,Online
11/13/2024 16:28:09,Graduate,Female,other,Domestic student,Full-time,Online,No,Flexibility in schedule,Availability of courses,5,All good,Very often,Very satisfied,Yes,Easier to focus,Very satisfied,Excellent,Strongly agree,Online,Online
11/13/2024 16:28:38,High School,Female,other,Domestic student,Not working,Offline (In-person),No,"Flexibility in schedule, Quality of education, Availability of courses","Flexibility in schedule, Quality of education, Availability of courses",2,"Poor internet connection, Difficulty staying motivated",Sometimes,Neutral,No,"Better interaction with instructors, Easier to focus",Satisfied,Average,Strongly disagree,Offline,Offline
11/13/2024 16:29:01,Undergraduate,Female,medical,Domestic student,Part-time,Offline (In-person),Yes,"Flexibility in schedule, Quality of education, Availability of courses","Convenience of location, Face-to-face interaction with instructors and peers",3,"Difficulty staying motivated, Doubts remain unclear",Rarely,Unsatisfied,No,"Better interaction with instructors, Doubt clarity",Satisfied,Average,Strongly agree,Online,Offline
11/13/2024 16:29:59,Undergraduate,Male,information & technology,Foreign (International) student,Part-time,Offline (In-person),Yes,"Flexibility in schedule, Convenience of location, Quality of education, Availability of courses",Flexibility in schedule,3,"Difficulty staying motivated, Doubts remain unclear",Rarely,Neutral,No,"More engaging learning environment, Better access to facilities (labs, libraries, etc.), More structured schedule",Satisfied,Good,Agree,Offline,Offline
11/13/2024 16:30:34,Graduate,Male,business,Domestic student,Full-time,Offline (In-person),Yes,"Flexibility in schedule, Cost, Convenience of location, Quality of education, Interaction with peers/instructors, Availability of courses, Avoiding travel/commute time","Flexibility in schedule, Cost, Convenience of location, Quality of education, Face-to-face interaction with instructors and peers, Availability of courses, Prefer in-person exams and assessments",3,"Lack of interaction with peers, Difficulty staying motivated, Doubts remain unclear",Very often,Satisfied,No,"Better interaction with instructors, Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.), More structured schedule",Satisfied,Excellent,Neutral,Offline,Offline
11/13/2024 16:30:50,Undergraduate,Male,business,Foreign (International) student,Part-time,Offline (In-person),Yes,"Flexibility in schedule, Cost, Quality of education, Availability of courses, Avoiding travel/commute time","Quality of education, Face-to-face interaction with instructors and peers",2,"Lack of interaction with peers, Difficulty staying motivated, Doubts remain unclear",Rarely,Neutral,Yes,"Better interaction with instructors, More engaging learning environment, Better access to facilities (labs, libraries, etc.)",Very satisfied,Excellent,Strongly agree,Online,Offline
11/13/2024 16:33:42,Undergraduate,Male,business,Foreign (International) student,Not working,Offline (In-person),Yes,"Convenience of location, Avoiding travel/commute time","Convenience of location, Quality of education, Face-to-face interaction with instructors and peers, Prefer in-person exams and assessments",3,"Lack of interaction with peers, Technical difficulties, Doubts remain unclear",Never,Neutral,Yes,"Better interaction with instructors, Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.), More structured schedule, Doubt clarity",Very satisfied,Good,Strongly agree,Offline,Offline
11/13/2024 18:31:57,Undergraduate,Male,information & technology,Foreign (International) student,Part-time,Offline (In-person),No,"Flexibility in schedule, Avoiding travel/commute time","Cost, Convenience of location, Quality of education, Face-to-face interaction with instructors and peers, Prefer in-person exams and assessments",1,"Technical difficulties, Lack of access to course materials, Doubts remain unclear",Sometimes,Neutral,No,More structured schedule,Very satisfied,Excellent,Agree,Offline,Offline
11/13/2024 18:51:33,Graduate,Female,business,Foreign (International) student,Part-time,Offline (In-person),No,"Cost, Convenience of location, Availability of courses, Avoiding travel/commute time","Flexibility in schedule, Quality of education, Face-to-face interaction with instructors and peers",5,"Poor internet connection, Lack of interaction with peers, Difficulty staying motivated, Technical difficulties",Rarely,Satisfied,No,"Better interaction with instructors, Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.), Doubt clarity",Satisfied,Excellent,Strongly agree,Offline,Offline
11/15/2024 13:33:55,Graduate,Male,information & technology,Foreign (International) student,Not working,Offline (In-person),No,Cost,"Quality of education, Face-to-face interaction with instructors and peers",3,"Lack of interaction with peers, Technical difficulties",Sometimes,Satisfied,No,"Better interaction with instructors, Easier to focus, More structured schedule",Satisfied,Good,Agree,Offline,Offline
11/15/2024 13:37:55,Graduate,Male,information & technology,Foreign (International) student,Not working,Offline (In-person),No,"Cost, Convenience of location, Quality of education, Interaction with peers/instructors, Availability of courses, Avoiding travel/commute time","Cost, Convenience of location, Quality of education, Face-to-face interaction with instructors and peers, Availability of courses, Prefer in-person exams and assessments",1,"Poor internet connection, Lack of interaction with peers, Difficulty staying motivated, Technical difficulties",Sometimes,Unsatisfied,Yes,"Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.), More structured schedule, Doubt clarity",Unsatisfied,Good,Neutral,Offline,Offline
11/15/2024 13:38:08,Undergraduate,Male,arts,Foreign (International) student,Part-time,Online,Yes,"Flexibility in schedule, Cost, Avoiding travel/commute time",Convenience of location,4,"Lack of interaction with peers, Technical difficulties",Sometimes,Satisfied,Yes,Easier to focus,Satisfied,Good,Agree,Online,Online
11/15/2024 13:40:24,Undergraduate,Female,commerce,Foreign (International) student,Part-time,Offline (In-person),No,"Cost, Interaction with peers/instructors, Availability of courses","Convenience of location, Quality of education, Face-to-face interaction with instructors and peers, Availability of courses, Prefer in-person exams and assessments",3,"Difficulty staying motivated, Technical difficulties, Lack of access to course materials",Sometimes,Satisfied,No,"Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.), More structured schedule",Satisfied,Good,Agree,Offline,Offline
11/15/2024 13:42:59,Graduate,Male,engineering,Foreign (International) student,Part-time,Offline (In-person),No,"Flexibility in schedule, Convenience of location, Availability of courses, Avoiding travel/commute time","Cost, Quality of education, Face-to-face interaction with instructors and peers",3,"Poor internet connection, Lack of interaction with peers, Technical difficulties, Doubts remain unclear",Sometimes,Neutral,No,"Easier to focus, More engaging learning environment, More structured schedule",Very satisfied,Good,Agree,Offline,Offline
11/15/2024 13:43:25,Undergraduate,Male,commerce,Foreign (International) student,Full-time,Online,Yes,"Flexibility in schedule, Avoiding travel/commute time","Quality of education, Face-to-face interaction with instructors and peers, Availability of courses, Prefer in-person exams and assessments",3,"Lack of interaction with peers, Lack of access to course materials",Sometimes,Satisfied,No,"Better interaction with instructors, Easier to focus, More engaging learning environment",Satisfied,Good,Agree,Offline,Offline
11/15/2024 13:43:29,Graduate,Male,engineering,Foreign (International) student,Part-time,Online,Yes,"Flexibility in schedule, Convenience of location, Availability of courses, Avoiding travel/commute time","Quality of education, Face-to-face interaction with instructors and peers, Prefer in-person exams and assessments",5,Difficulty staying motivated,Sometimes,Satisfied,Yes,"Easier to focus, Better access to facilities (labs, libraries, etc.), Doubt clarity",Satisfied,Good,Agree,Offline,Offline
11/15/2024 13:43:47,Graduate,Male,other,Foreign (International) student,Not working,Offline (In-person),Yes,"Flexibility in schedule, Convenience of location, Availability of courses","Cost, Availability of courses",3,"Poor internet connection, Technical difficulties",Sometimes,Neutral,Yes,"Better interaction with instructors, Better access to facilities (labs, libraries, etc.)",Satisfied,Good,Strongly agree,Offline,Offline
11/15/2024 13:44:23,High School,Male,arts,Foreign (International) student,Part-time,Online,Yes,"Flexibility in schedule, Cost, Convenience of location, Interaction with peers/instructors, Availability of courses",Quality of education,4,"Difficulty staying motivated, Technical difficulties",Very often,Neutral,No,"Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.)",Neutral,Good,Disagree,Online,Online
11/15/2024 13:44:35,Graduate,Male,engineering,Foreign (International) student,Part-time,Offline (In-person),Yes,Convenience of location,"Quality of education, Face-to-face interaction with instructors and peers, Prefer in-person exams and assessments",3,"Poor internet connection, Lack of interaction with peers, Difficulty staying motivated, Technical difficulties, Doubts remain unclear",Rarely,Satisfied,No,"Better interaction with instructors, Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.), More structured schedule, Doubt clarity",Satisfied,Good,Agree,Offline,Offline
11/15/2024 13:46:18,Undergraduate,Female,business,Domestic student,Part-time,Offline (In-person),No,"Flexibility in schedule, Cost, Avoiding travel/commute time","Convenience of location, Quality of education, Face-to-face interaction with instructors and peers, Prefer in-person exams and assessments",1,"Lack of interaction with peers, Technical difficulties, Doubts remain unclear",Sometimes,Satisfied,No,"Better interaction with instructors, Easier to focus, Better access to facilities (labs, libraries, etc.), More structured schedule, Doubt clarity",Satisfied,Good,Agree,Offline,Offline
11/15/2024 13:47:31,Undergraduate,Female,medical,Foreign (International) student,Not working,Online,No,"Cost, Convenience of location, Quality of education","Convenience of location, Quality of education, Face-to-face interaction with instructors and peers",3,"Poor internet connection, Difficulty staying motivated, Lack of access to course materials",Very often,Satisfied,Yes,More structured schedule,Neutral,Average,Neutral,Online,Online
11/15/2024 13:48:16,Graduate,Male,business,Foreign (International) student,Part-time,Online,Yes,Flexibility in schedule,Convenience of location,5,Doubts remain unclear,Sometimes,Satisfied,Yes,"Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.), More structured schedule",Satisfied,Good,Neutral,Online,Offline
11/15/2024 13:48:45,Undergraduate,Female,medical,Foreign (International) student,Not working,Offline (In-person),No,Avoiding travel/commute time,"Convenience of location, Quality of education, Face-to-face interaction with instructors and peers, Availability of courses, Prefer in-person exams and assessments",1,"Poor internet connection, Lack of interaction with peers, Difficulty staying motivated, Technical difficulties, Lack of access to course materials",Sometimes,Neutral,No,"Better interaction with instructors, Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.)",Satisfied,Good,Agree,Offline,Offline
11/15/2024 13:49:03,High School,Male,engineering,Domestic student,Part-time,Online,Yes,"Flexibility in schedule, Cost, Convenience of location, Interaction with peers/instructors","Quality of education, Face-to-face interaction with instructors and peers, Availability of courses, Prefer in-person exams and assessments",4,"Lack of interaction with peers, Difficulty staying motivated, Technical difficulties",Sometimes,Satisfied,Yes,"More engaging learning environment, Better access to facilities (labs, libraries, etc.), Doubt clarity",Neutral,Good,Agree,Offline,Offline
11/15/2024 14:00:44,Graduate,Female,engineering,Foreign (International) student,Part-time,Offline (In-person),No,"Flexibility in schedule, Convenience of location, Availability of courses, Avoiding travel/commute time","Quality of education, Face-to-face interaction with instructors and peers, Availability of courses, Prefer in-person exams and assessments",4,"Lack of interaction with peers, Difficulty staying motivated, Technical difficulties",Sometimes,Very satisfied,Yes,"Better interaction with instructors, Easier to focus, More structured schedule, Doubt clarity",Very satisfied,Excellent,Strongly agree,Offline,Offline
11/15/2024 14:26:46,Graduate,Male,other,Foreign (International) student,Part-time,Offline (In-person),Yes,"Flexibility in schedule, Convenience of location, Avoiding travel/commute time","Face-to-face interaction with instructors and peers, Prefer in-person exams and assessments",4,"Poor internet connection, Lack of access to course materials, Doubts remain unclear",Sometimes,Unsatisfied,Yes,"More engaging learning environment, Better access to facilities (labs, libraries, etc.), Doubt clarity",Very satisfied,Excellent,Neutral,Offline,Offline
11/15/2024 14:33:58,Graduate,Male,engineering,Foreign (International) student,Not working,Offline (In-person),Yes,"Flexibility in schedule, Cost, Convenience of location, Avoiding travel/commute time","Quality of education, Face-to-face interaction with instructors and peers",4,"Poor internet connection, Lack of interaction with peers, Difficulty staying motivated, Technical difficulties, Lack of access to course materials, Doubts remain unclear",Sometimes,Satisfied,No,"Better interaction with instructors, Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.), More structured schedule, Doubt clarity",Satisfied,Good,Neutral,Online,Online
11/15/2024 14:35:34,Graduate,Male,engineering,Foreign (International) student,Part-time,Offline (In-person),Yes,"Convenience of location, Interaction with peers/instructors, Avoiding travel/commute time","Flexibility in schedule, Quality of education, Face-to-face interaction with instructors and peers, Availability of courses",5,"Difficulty staying motivated, Technical difficulties, Lack of access to course materials, Doubts remain unclear",Very often,Satisfied,Yes,"Better interaction with instructors, Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.), More structured schedule, Doubt clarity",Very satisfied,Excellent,Strongly agree,Online,Online
11/15/2024 14:38:43,Undergraduate,Female,medical,Domestic student,Part-time,Offline (In-person),Yes,"Flexibility in schedule, Cost, Avoiding travel/commute time","Quality of education, Face-to-face interaction with instructors and peers, Availability of courses, Prefer in-person exams and assessments",4,"Poor internet connection, Lack of interaction with peers, Difficulty staying motivated, Technical difficulties, Lack of access to course materials, Doubts remain unclear",Sometimes,Neutral,No,"Better interaction with instructors, Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.), More structured schedule, Doubt clarity",Very satisfied,Excellent,Strongly agree,Offline,Offline
11/15/2024 16:07:44,Undergraduate,Female,commerce,Foreign (International) student,Part-time,Offline (In-person),Yes,"Cost, Avoiding travel/commute time","Flexibility in schedule, Convenience of location, Quality of education, Face-to-face interaction with instructors and peers",2,Difficulty staying motivated,Sometimes,Satisfied,Yes,"Easier to focus, Better access to facilities (labs, libraries, etc.), More structured schedule",Satisfied,Good,Agree,Offline,Offline
11/15/2024 16:09:23,Undergraduate,Female,commerce,Foreign (International) student,Full-time,Online,Yes,"Flexibility in schedule, Avoiding travel/commute time","Face-to-face interaction with instructors and peers, Prefer in-person exams and assessments",5,"Poor internet connection, Technical difficulties",Sometimes,Satisfied,Yes,"Better interaction with instructors, More engaging learning environment, Better access to facilities (labs, libraries, etc.)",Neutral,Good,Agree,Online,Online
11/15/2024 16:10:16,Undergraduate,Female,science,Foreign (International) student,Not working,Offline (In-person),Yes,"Flexibility in schedule, Avoiding travel/commute time","Convenience of location, Quality of education, Face-to-face interaction with instructors and peers, Availability of courses, Prefer in-person exams and assessments",1,"Poor internet connection, Lack of interaction with peers, Difficulty staying motivated, Technical difficulties, Lack of access to course materials",Rarely,Satisfied,Yes,"Better interaction with instructors, Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.)",Satisfied,Good,Agree,Offline,Offline
11/15/2024 16:12:24,Undergraduate,Female,arts,Foreign (International) student,Part-time,Offline (In-person),Yes,"Flexibility in schedule, Cost, Quality of education, Interaction with peers/instructors","Convenience of location, Quality of education, Face-to-face interaction with instructors and peers, Availability of courses",2,"Poor internet connection, Lack of interaction with peers, Technical difficulties, Lack of access to course materials",Rarely,Neutral,No,"Better interaction with instructors, Easier to focus, More engaging learning environment, More structured schedule, Doubt clarity",Satisfied,Good,Neutral,Offline,Offline
11/15/2024 16:17:59,Graduate,Male,engineering,Foreign (International) student,Not working,Offline (In-person),Yes,"Flexibility in schedule, Cost, Quality of education, Avoiding travel/commute time","Flexibility in schedule, Cost, Face-to-face interaction with instructors and peers",2,"Lack of interaction with peers, Difficulty staying motivated",Rarely,Neutral,No,"Better interaction with instructors, Easier to focus, Better access to facilities (labs, libraries, etc.)",Very satisfied,Good,Agree,Offline,Offline
11/15/2024 16:18:50,Graduate,Male,commerce,Foreign (International) student,Full-time,Offline (In-person),Yes,"Quality of education, Interaction with peers/instructors, Availability of courses","Cost, Face-to-face interaction with instructors and peers, Availability of courses",5,"Difficulty staying motivated, Technical difficulties",Sometimes,Satisfied,Yes,"Easier to focus, Better access to facilities (labs, libraries, etc.)",Satisfied,Good,Agree,Offline,Offline
11/15/2024 16:22:30,Undergraduate,Female,arts,Foreign (International) student,Part-time,Offline (In-person),Yes,"Flexibility in schedule, Avoiding travel/commute time","Convenience of location, Availability of courses, Prefer in-person exams and assessments",3,"Poor internet connection, Difficulty staying motivated, Technical difficulties",Sometimes,Satisfied,Yes,"Better interaction with instructors, Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.)",Satisfied,Good,Agree,Offline,Offline
11/15/2024 16:23:37,Undergraduate,Female,arts,Foreign (International) student,Full-time,Online,Yes,"Cost, Avoiding travel/commute time","Face-to-face interaction with instructors and peers, Prefer in-person exams and assessments",4,"Poor internet connection, Technical difficulties",Sometimes,Satisfied,Yes,"Better interaction with instructors, More engaging learning environment, Better access to facilities (labs, libraries, etc.)",Neutral,Average,Neutral,Online,Online
11/15/2024 16:25:08,Graduate,Male,other,Foreign (International) student,Part-time,Online,Yes,"Flexibility in schedule, Availability of courses, Avoiding travel/commute time",Face-to-face interaction with instructors and peers,4,"Poor internet connection, Difficulty staying motivated",Rarely,Neutral,Yes,"Better interaction with instructors, Doubt clarity",Neutral,Good,Disagree,Offline,Offline
11/15/2024 16:25:13,High School,Male,business,Foreign (International) student,Part-time,Online,Yes,"Flexibility in schedule, Quality of education, Avoiding travel/commute time","Flexibility in schedule, Cost",4,"Technical difficulties, Doubts remain unclear",Sometimes,Satisfied,Yes,Easier to focus,Satisfied,Good,Strongly agree,Offline,Online
11/15/2024 16:29:32,High School,Male,science,Foreign (International) student,Not working,Online,Yes,"Flexibility in schedule, Convenience of location, Avoiding travel/commute time, ","Quality of education, Face-to-face interaction with instructors and peers, Availability of courses",5,"Poor internet connection, Technical difficulties",Sometimes,Satisfied,Yes,"Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.)",Very satisfied,Average,Neutral,Online,Online
11/15/2024 16:41:17,Graduate,Female,engineering,Domestic student,Not working,Online,No,Availability of courses,Cost,3,Doubts remain unclear,Sometimes,Very satisfied,Yes,Easier to focus,Very satisfied,Excellent,Strongly agree,Online,Online
11/15/2024 16:46:05,Undergraduate,Male,commerce,Foreign (International) student,Part-time,Offline (In-person),Yes,"Flexibility in schedule, Avoiding travel/commute time","Quality of education, Face-to-face interaction with instructors and peers, Availability of courses, Prefer in-person exams and assessments",2,"Poor internet connection, Lack of interaction with peers, Difficulty staying motivated, Technical difficulties, Lack of access to course materials",Sometimes,Satisfied,Yes,"Better interaction with instructors, Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.)",Satisfied,Good,Agree,Offline,Offline
11/15/2024 16:53:22,Graduate,Male,engineering,Foreign (International) student,Part-time,Offline (In-person),Yes,Convenience of location,Convenience of location,2,"Lack of interaction with peers, Difficulty staying motivated, Doubts remain unclear",Rarely,Neutral,No,"Better interaction with instructors, Easier to focus, More engaging learning environment, Better access to facilities (labs, libraries, etc.), More structured schedule, Doubt clarity",Very satisfied,Excellent,Strongly agree,Offline,Offline
11/15/2024 17:28:31,Graduate,Male,commerce,Foreign (International) student,Part-time,Offline (In-person),No,Flexibility in schedule,"Quality of education, Face-to-face interaction with instructors and peers",4,"Poor internet connection, Difficulty staying motivated",Rarely,Neutral,No,"Better interaction with instructors, More engaging learning environment",Satisfied,Good,Agree,Offline,Offline
11/15/2024 17:46:04,Graduate,Male,business,Foreign (International) student,Part-time,Offline (In-person),Yes,"Flexibility in schedule, Convenience of location",Flexibility in schedule,4,Lack of interaction with peers,Very often,Very satisfied,Yes,Doubt clarity,Very satisfied,Good,Strongly agree,Online,Online
11/15/2024 18:13:03,Undergraduate,Female,arts,Foreign (International) student,Part-time,Online,Yes,"Flexibility in schedule, Avoiding travel/commute time","Quality of education, Face-to-face interaction with instructors and peers",3,"Poor internet connection, Technical difficulties",Sometimes,Satisfied,Yes,"Easier to focus, More engaging learning environment",Neutral,Good,Agree,Online,Online
